SN	VFG	gi	name	shortDesc	vfDesc	vfID	org	vfclass
8728	VFG035269	26249235	c3400	hypothetical protein	SCI-I T6SS	CVF734	Escherichia coli CFT073	Type VI secretion system
8729	VFG033649	291285070	escS__1	EscS	LEE encoded T3SS	CVF431	Escherichia coli O55:H7 str. CB9615	Type III secretion system
8730	VFG034090	222156712	ybtA__1	Arac type regulator	Yersiniabactin	CVF458	Escherichia coli O83:H1 str. LF82	Iron uptake
8731	VFG012543	26248275	ybtA__1	Putataive AraC type regulator	Yersiniabactin	IA006	Escherichia coli CFT073	Iron and heme acquisition
8732	VFG040943	75994490	etpO	type II secretion protein	etp	SS207	Escherichia coli O157:H7 str. EDL933	Secretion system
8733	VFG033108	218702827	papK__1	fimbrial adapter PapK	P fimbriae	CVF425	Escherichia coli O7:K1 str. IAI39	Adherence
8734	VFG033112	218559966	papK__1	Fimbrial adapter PapK precursor	P fimbriae	CVF425	Escherichia coli O45:K1:H7 str. S88	Adherence
8735	VFG033111	218706493	papK__1	Fimbrial adapter PapK	P fimbriae	CVF425	Escherichia coli O17:K52:H18 str. UMN026	Adherence
8736	VFG033951	387615309	iutA	Ferric aerobactin receptor precusor IutA	Aerobactin	CVF457	Escherichia coli O83:H1 str. NRG 857C	Iron uptake
8737	VFG033945	386640484	iutA	ferric aerobactin receptor precusor IutA	Aerobactin	CVF457	Escherichia coli ABU 83972	Iron uptake
8738	VFG012518	88770302	iutA	IutA	Aerobactin	CVF457	Escherichia coli APEC O1	Iron uptake
8739	VFG033944	218701710	iutA	Ferric aerobactin receptor	Aerobactin	CVF457	Escherichia coli O7:K1 str. IAI39	Iron uptake
8740	VFG012334	110640501	sfaE	F1C periplasmic chaperone	S fimbriae	CVF427	Escherichia coli 536	Adherence
8741	VFG043647	290434	clpH	fimbrial protein	CS31A capsule-like antigen	AI036	Escherichia coli	Adherence & invasion
8742	VFG034910	291281325	espY3	hypothetical protein	LEE encoded T3SS	CVF709	Escherichia coli O55:H7 str. CB9615	Non-LEE encoded TTSS effectors
8743	VFG034911	387505433	espY3	hypothetical protein	LEE encoded T3SS	CVF709	Escherichia coli O55:H7 str. RM12579	Non-LEE encoded TTSS effectors
8744	VFG042789	215276199	bfpD	nucleotide binding protein	"bundle-forming pili, Bfp"	AI101	Escherichia coli O127:H6 str. E2348/69	Adherence & invasion
8745	VFG035205	110642965	ECP_2810	VGR-related protein	SCI-I T6SS	CVF734	Escherichia coli 536	Type VI secretion system
8746	VFG035340	410481002	O3M_04345	hypothetical protein	SCI-I T6SS	CVF734	Escherichia coli O104:H4 str. 2009EL-2050	Type VI secretion system
8747	VFG043691	112292716	clbD	putative 3-hydroxyacyl-CoA dehydrogenase	colibactin	TX033	Escherichia coli O18:K1:H7 str. IHE3034	Toxin
8748	VFG034310	386621155	chuW	Coproporphyrinogen III oxidase	Hemin uptake	CVF460	Escherichia coli NA114	Iron uptake
8749	VFG035317	218696619	EC55989_3319	hypothetical protein	SCI-I T6SS	CVF734	Escherichia coli 55989	Type VI secretion system
8750	VFG034136	387612533	ybtU	irp3 protein	Yersiniabactin	CVF458	Escherichia coli O78:H11:K80 str. H10407	Iron uptake
8751	VFG012557	91211201	ybtU	thiazolinyl-S-HMWP1 reductase	Yersiniabactin	CVF458	Escherichia coli UTI89	Iron uptake
8752	VFG012555	26248282	ybtU	hypothetical protein	Yersiniabactin	IA006	Escherichia coli CFT073	Iron and heme acquisition
8753	VFG034133	386629713	ybtU	hypothetical protein	Yersiniabactin	CVF458	Escherichia coli str. clone D i2	Iron uptake
8754	VFG034139	386624599	ybtU	Thiazolinyl-S-HMWP1 reductase YbtU	Yersiniabactin	CVF458	Escherichia coli O7:K1 str. CE10	Iron uptake
8755	VFG034141	222156715	ybtU	hypothetical protein	Yersiniabactin	CVF458	Escherichia coli O83:H1 str. LF82	Iron uptake
8756	VFG034126	410482037	ybtU	Thiazolinyl-S-HMWP1 reductase YbtU	Yersiniabactin	CVF458	Escherichia coli O104:H4 str. 2009EL-2050	Iron uptake
8757	VFG034130	387607665	ybtU	irp3 protein	Yersiniabactin	CVF458	Escherichia coli O44:H18 042	Iron uptake
8758	VFG043088	15802293	cheZ__3	chemotaxis regulator CheZ	Flagella	AI140	Escherichia coli O157:H7 str. EDL933	Adherence & invasion
8759	VFG012577	110641373	sitB	iron transport protein, ATP-binding component	Iron/managanease transport	CVF459	Escherichia coli 536	Iron uptake
8760	VFG034217	386604843	sitB	iron transport protein, ATP-binding component	Iron/managanease transport	CVF459	Escherichia coli UM146	Iron uptake
8761	VFG012579	117623375	sitB	ABC Mn+2/Fe+2 transporter, ATPase subunit SitB	Iron/managanease transport	CVF459	Escherichia coli APEC O1	Iron uptake
8762	VFG034214	218534497	sitB	SitB protein, iron transport protein, ATP-binding component	Iron/managanease transport	CVF459	Escherichia coli O45:K1:H7 str. S88	Iron uptake
8763	VFG012580	88770313	sitB	SitB	Iron/managanease transport	CVF459	Escherichia coli APEC O1	Iron uptake
8764	VFG012578	91210365	sitB	SitB protein	Iron/managanease transport	CVF459	Escherichia coli UTI89	Iron uptake
8765	VFG012576	26247467	sitB	SitB protein	Iron/managanease transport	CVF459	Escherichia coli CFT073	Iron uptake
8766	VFG034207	387606978	sitB	iron ABC transporter ATP-binding protein	Iron/managanease transport	CVF459	Escherichia coli O44:H18 042	Iron uptake
8767	VFG012206	110644638	papX	PapX protein	P fimbriae	CVF425	Escherichia coli 536	Adherence
8768	VFG012241	110644646	papC	outer membrane usher protein PapC precursor	P fimbriae	CVF425	Escherichia coli 536	Adherence
8769	VFG043681	112292706	clbN	putative non-ribosomal peptide synthetase	colibactin	TX033	Escherichia coli O18:K1:H7 str. IHE3034	Toxin
8770	VFG033882	260718956	hlyB__1	hemolysin B	Alpha hemolysin	CVF453	Escherichia coli O103:H2 str. 12009	Toxin
8771	VFG035407	218696590	aaiK	hypothetical protein	AAI/SCI-II T6SS	CVF735	Escherichia coli 55989	Type VI secretion system
8772	VFG042592	46487741	stgC	StgC	Stg fimbriae	AI047	Escherichia coli O78:K80:H9 chi7122	Adherence & invasion
8773	VFG012492	91213875	hlyC__1	hemolysin C	Alpha hemolysin	CVF453	Escherichia coli UTI89	Toxin
8774	VFG034227	218534496	sitC	SitC protein, iron transport protein, inner membrane component	Iron/managanease transport	CVF459	Escherichia coli O45:K1:H7 str. S88	Iron uptake
8775	VFG042731	15801160	csgC	putative autoagglutination protein	Agf/Csg	AI093	Escherichia coli O157:H7 str. EDL933	Adherence & invasion
8776	VFG012609	15804047	chuW	coproporphyrinogen III oxidase	Hemin uptake	VF0234	Escherichia coli O157:H7 str. EDL933	Iron uptake
8777	VFG043107	15802373	fliF__8	flagellar MS-ring protein	Flagella	AI140	Escherichia coli O157:H7 str. EDL933	Adherence & invasion
8778	VFG035052	260855699	nleG7__1	T3SS effector NleG	T3SS	CVF730	Escherichia coli O26:H11 str. 11368	Non-LEE encoded TTSS effectors
8779	VFG033645	260845710	escT	T3SS structure protein EscT	LEE encoded T3SS	CVF431	Escherichia coli O103:H2 str. 12009	Type III secretion system
8780	VFG033639	215488992	escT	T3SS structure protein EscT	LEE encoded T3SS	SS019	Escherichia coli O127:H6 str. E2348/69	Secretion system
8781	VFG040941	75994488	etpM	type II secretion protein	etp	SS207	Escherichia coli O157:H7 str. EDL933	Secretion system
8782	VFG033509	260869681	cesF	chaperone CesF	LEE encoded T3SS	CVF431	Escherichia coli O111:H- str. 11128	Type III secretion system
8783	VFG033502	215488974	cesF	chaperone CesF	LEE encoded T3SS	SS019	Escherichia coli O127:H6 str. E2348/69	Secretion system
8784	VFG033508	260845692	cesF	chaperone CesF	LEE encoded T3SS	CVF431	Escherichia coli O103:H2 str. 12009	Type III secretion system
8785	VFG033510	260858267	cesF	T3SS chaperone CesF	LEE encoded T3SS	CVF431	Escherichia coli O26:H11 str. 11368	Type III secretion system
8786	VFG035638	117622508	aec24	hypothetical protein	ACE T6SS	SS184	Escherichia coli APEC O1	Secretion system
8787	VFG035652	387605695	aec24	putative type VI secretion system protein	ACE T6SS	CVF736	Escherichia coli O44:H18 042	Type VI secretion system
8788	VFG035637	110640440	aec24	lipoprotein	ACE T6SS	CVF736	Escherichia coli 536	Type VI secretion system
8789	VFG042577	62255476	ldaI	LdaI	"locus for diffuse adherence (lda), afimbrial adhesin"	AI044	Escherichia coli	Adherence & invasion
8790	VFG043105	15802361	fliT__4	flagellar biosynthesis protein FliT	peritrichous flagella	AI140	Escherichia coli O157:H7 str. EDL933	Adherence & invasion
8791	VFG036008	443616396	ehaB	flagellar protein	"EhaB, AIDA-I type"	CVF744	Escherichia coli O78:H18 str. WS3294A	Autotransporter
8792	VFG033968	410484660	iucC	Aerobactin siderophore biosynthesis protein	Aerobactin	CVF457	Escherichia coli O104:H4 str. 2009EL-2050	Iron uptake
8793	VFG033971	218697851	iucC	Aerobactin siderophore biosynthesis protein	Aerobactin	CVF457	Escherichia coli 55989	Iron uptake
8794	VFG033972	218701708	iucC	Aerobactin siderophore biosynthesis protein	Aerobactin	CVF457	Escherichia coli O7:K1 str. IAI39	Iron uptake
8795	VFG012522	88770304	iucC	IucC	Aerobactin	CVF457	Escherichia coli APEC O1	Iron uptake
8796	VFG034247	291284871	chuS	Hemin transport protein HmuS	Hemin uptake	CVF460	Escherichia coli O55:H7 str. CB9615	Iron uptake
8797	VFG012591	15804043	chuS	putative heme/hemoglobin transport protein	Hemin uptake	VF0234	Escherichia coli O157:H7 str. EDL933	Iron uptake
8798	VFG034252	387609224	chuS	putative hemin-degrading protein	Hemin uptake	CVF460	Escherichia coli O44:H18 042	Iron uptake
8799	VFG034257	218707129	chuS	Heme oxygenase	Hemin uptake	CVF460	Escherichia coli O17:K52:H18 str. UMN026	Iron uptake
8800	VFG034253	218702264	chuS	Heme oxygenase	Hemin uptake	CVF460	Escherichia coli O7:K1 str. IAI39	Iron uptake
8801	VFG034262	222158205	chuS	heme/hemoglobin transport protein	Hemin uptake	CVF460	Escherichia coli O83:H1 str. LF82	Iron uptake
8802	VFG012594	110643743	chuS	putative heme/hemoglobin transport protein	Hemin uptake	CVF460	Escherichia coli 536	Iron uptake
8803	VFG042396	1850976	ralH	putative minor fimbrial subunit	REPEC fimbriae	AI004	Escherichia coli O15:H- str. 83/39	Adherence & invasion
8804	VFG033901	386617329	hlyC__1	hemolysin-activating lysine-acyltransferase HlyC	Alpha hemolysin	CVF453	Escherichia coli UMNK88	Toxin
8805	VFG042799	15799791	hofB/hcpB	hypothetical protein	Hemorrhagic Coli pili (HCP)	AI102	Escherichia coli O157:H7 str. EDL933	Adherence & invasion
8806	VFG033788	291285915	nleA	NleA6-1 protein	NleA	CVF442	Escherichia coli O55:H7 str. CB9615	Non-LEE encoded TTSS effectors
8807	VFG033787	215486550	nleA/espI	T3SS secreted effector NleA/EspI-like protein	T3SS	SS019	Escherichia coli O127:H6 str. E2348/69	Secretion system
8808	VFG033795	260856210	nleA	T3SS effector NleG	NleA	CVF442	Escherichia coli O26:H11 str. 11368	Non-LEE encoded TTSS effectors
8809	VFG033794	260868939	nleA	T3SS secreted effector NleA-like protein	NleA	CVF442	Escherichia coli O111:H- str. 11128	Non-LEE encoded TTSS effectors
8810	VFG035423	387609991	aaiN	putative type VI secretion protein	AAI/SCI-II T6SS	SS182	Escherichia coli O44:H18 042	Secretion system
8811	VFG035419	410481023	aaiN	hypothetical protein	AAI/SCI-II T6SS	CVF735	Escherichia coli O104:H4 str. 2009EL-2050	Type VI secretion system
8812	VFG042387	42255	CAA46156	AIDA-I	AIDA-I	SS065	Escherichia coli O126:H27:K12 2787	Secretion system
8813	VFG035399	410481019	aaiJ	hypothetical protein	AAI/SCI-II T6SS	CVF735	Escherichia coli O104:H4 str. 2009EL-2050	Type VI secretion system
8814	VFG035941	15804146	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O157:H7 str. EDL933	Autotransporter
8815	VFG035946	291284976	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O55:H7 str. CB9615	Autotransporter
8816	VFG035950	260846630	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O103:H2 str. 12009	Autotransporter
8817	VFG035952	260858000	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O26:H11 str. 11368	Autotransporter
8818	VFG035953	410480308	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O104:H4 str. 2009EL-2050	Autotransporter
8819	VFG035965	443619676	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O78:H18 str. WS3294A	Autotransporter
8820	VFG035951	260870335	upaG/ehaG	putative adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O111:H- str. 11128	Autotransporter
8821	VFG035960	386621289	upaG/ehaG	hypothetical protein	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli NA114	Autotransporter
8822	VFG035964	386626424	upaG/ehaG	hemagluttinin family protein	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O7:K1 str. CE10	Autotransporter
8823	VFG035940	26250246	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	SS168	Escherichia coli CFT073	Secretion system
8824	VFG035967	222158308	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O83:H1 str. LF82	Autotransporter
8825	VFG035944	117625880	upaG/ehaG	autotransporter/adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli APEC O1	Autotransporter
8826	VFG035945	91213116	upaG/ehaG	autotransport adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli UTI89	Autotransporter
8827	VFG035957	387609338	upaG/ehaG	adhesin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli O44:H18 042	Autotransporter
8828	VFG035943	110643846	upaG/ehaG	hemagglutinin/invasin	"UpaG adhesin, trimeric AT"	CVF740	Escherichia coli 536	Autotransporter
8829	VFG042370	47606661	rpeA	RpeA	RpeA	SS098	Escherichia coli O15:H- str. 83/39	Secretion system
8830	VFG042504	33518935	csuD__2	CS14 minor fimbrial subunit	coli surface antigen CS14 (PCFO166)	AI028	Escherichia coli O78:H18 str. WS3294A	Adherence & invasion
8831	VFG035972	215487972	espC__1	serine protease	LEE encoded T3SS	SS019	Escherichia coli O127:H6 str. E2348/69	Secretion system
8832	VFG033816	386598009	vat__1	hemoglobin-binding protease Hbp	Vacuolating autotransporter gene	CVF445	Escherichia coli O18:K1:H7 str. IHE3034	Autotransporter
8833	VFG012448	117622559	vat__1	vacuolating autotransporter	Vacuolating autotransporter gene	SS080	Escherichia coli APEC O1	Secretion system
8834	VFG012447	110640550	vat__1	SepA	Vacuolating autotransporter gene	SS063	Escherichia coli 536	Secretion system
8835	VFG042365	14252931	CAC39286	hypothetical protein	EspI	SS072	Escherichia coli O91:H- 4797/97	Secretion system
8836	VFG036030	260845872	espI__1	secreted autotransporter serine protease	"EspI, SPATE"	CVF746	Escherichia coli O103:H2 str. 12009	Autotransporter
8837	VFG035984	410484058	ehaA	AidA-I adhesin-like protein	"EhaA, AIDA-I type"	CVF743	Escherichia coli O104:H4 str. 2009EL-2050	Autotransporter
8838	VFG035981	260842519	ehaA	AidA-I adhesin-like protein	"EhaA, AIDA-I type"	CVF743	Escherichia coli O103:H2 str. 12009	Autotransporter
8839	VFG035975	15829616	ehaA	AidA-I adhesin-like protein	"EhaA, AIDA-I type"	CVF743	Escherichia coli O157:H7 str. Sakai	Autotransporter
8840	VFG035982	260866483	ehaA	AidA-I adhesin-like protein	"EhaA, AIDA-I type"	CVF743	Escherichia coli O111:H- str. 11128	Autotransporter
8841	VFG035983	260853544	ehaA	AidA-I adhesin	"EhaA, AIDA-I type"	CVF743	Escherichia coli O26:H11 str. 11368	Autotransporter
8842	VFG035989	157158257	ehaA	outer membrane autotransporter	"EhaA, AIDA-I type"	CVF743	Escherichia coli E24377A	Autotransporter
8843	VFG035936	387604896	pet__1	serine protease (plasmid-encoded toxin Pet)	"Pet, SPATE"	CVF738	Escherichia coli O44:H18 042	Autotransporter
8844	VFG033824	386640485	sat__1	putative secreted autotransporter toxin sat	Sat	CVF448	Escherichia coli ABU 83972	Autotransporter
8845	VFG035932	410484647	pet__1	Serine protease pet precursor (Plasmid-encoded toxin pet)	"Pet, SPATE"	CVF738	Escherichia coli O104:H4 str. 2009EL-2050	Autotransporter
8846	VFG042366	16417609	epeA	Autotransporter protease	EpeA	SS070	Escherichia coli O113:H21 str. EH41	Secretion system
8847	VFG033809	410480104	vat__2	protease IgA1	Vacuolating autotransporter gene	CVF445	Escherichia coli O104:H4 str. 2009EL-2050	Autotransporter
8848	VFG035242	218696625	EC55989_3325	hypothetical protein	SCI-I T6SS	CVF734	Escherichia coli 55989	Type VI secretion system
8849	VFG042544	1381553	fasF	FasF	987P fimbriae/ F6 fimbriae	AI038	Escherichia coli str. 987	Adherence & invasion
8850	VFG042564	15551736	fedC	FedD protein	F18 fimbriae	AI042	Escherichia coli	Adherence & invasion
8851	VFG033551	260845698	escV	translocator EscV	LEE encoded T3SS	CVF431	Escherichia coli O103:H2 str. 12009	Type III secretion system
8852	VFG033553	260858261	escV	T3SS structure protein EscV	LEE encoded T3SS	CVF431	Escherichia coli O26:H11 str. 11368	Type III secretion system
8853	VFG033545	215488980	escV	translocator EscV	LEE encoded T3SS	SS019	Escherichia coli O127:H6 str. E2348/69	Secretion system
8854	VFG033552	260869687	escV	putative translocator EscV	LEE encoded T3SS	CVF431	Escherichia coli O111:H- str. 11128	Type III secretion system
8855	VFG035377	218696596	aaiE	hypothetical protein	AAI/SCI-II T6SS	CVF735	Escherichia coli 55989	Type VI secretion system
8856	VFG042529	3372513	afrC	chaperonin precursor	adhesive factor/rabbit 1 (AF/R1) pili	AI035	Escherichia coli str. RDEC-1	Adherence & invasion
8857	VFG036043	157418179	aatA__1	hypothetical protein	"AatA, AIDA-I type"	CVF749	Escherichia coli APEC O1	Autotransporter
8858	VFG035143	387609948	EC042_4527	putative type VI secretion protein	SCI-I	SS183	Escherichia coli O44:H18 042	Secretion system
8859	VFG035891	387605712	aec7	hypothetical protein	ACE T6SS	CVF736	Escherichia coli O44:H18 042	Type VI secretion system
8860	VFG035889	117622522	aec7	hypothetical protein	ACE T6SS	SS184	Escherichia coli APEC O1	Secretion system
8861	VFG033835	387610387	pic__1	serine protease EatA	Pic	CVF449	Escherichia coli O78:H11:K80 str. H10407	Autotransporter
8862	VFG033834	157149562	pic__1	secreted serine peptidase EatA	Pic	SS069	Escherichia coli E24377A	Secretion system
8863	VFG012353	110644632	tia	OmpA family protein	Tia/Hek	CVF430	Escherichia coli 536	Invasion
8864	VFG036068	387610368	eltB	heat-labile enterotoxin B chain precursor (lt-b, human) (lth-b)	Heat-labile toxin (LT)	CVF751	Escherichia coli O78:H11:K80 str. H10407	Toxin
8865	VFG036069	386612102	eltB	heal labile enterotoxin subunit LT-B	Heat-labile toxin (LT)	CVF751	Escherichia coli UMNK88	Toxin
8866	VFG036042	387612586	tibA	Adhesin/invasin tibA precursor (Glycoprotein tibA)	AIDA-I	CVF748	Escherichia coli O78:H11:K80 str. H10407	Autotransporter
8867	VFG033831	218697865	pic__1	Serine protease pic precursor (ShMu)	Pic	CVF449	Escherichia coli 55989	Autotransporter
8868	VFG033828	410484673	pic__1	Serine protease pic precursor (ShMu)	Pic	CVF449	Escherichia coli O104:H4 str. 2009EL-2050	Autotransporter
8869	VFG042593	46487742	stgD__1	StgD	Stg fimbriae	AI047	Escherichia coli O78:K80:H9 chi7122	Adherence & invasion
8870	VFG042542	1381551	fasD	FasD	987P fimbriae/ F6 fimbriae	AI038	Escherichia coli str. 987	Adherence & invasion
8871	VFG042091	15832969	orgA__3	hypothetical protein	ETT2	SS017	Escherichia coli O157:H7 str. Sakai	Secretion system
8872	VFG035374	410481014	aaiE	hypothetical protein	AAI/SCI-II T6SS	CVF735	Escherichia coli O104:H4 str. 2009EL-2050	Type VI secretion system
8873	VFG042763	156121668	lngE	LngE	Longus pili (CS20)	AI099	Escherichia coli O8:H9 str. E9034A	Adherence & invasion
8874	VFG042777	15207770	cofE	CofE	"colonization factor antigen III, CFA/III (CS8)"	AI100	Escherichia coli str. 260-1	Adherence & invasion
